Rating Agency,Corporation,Rating,Rating Date,CIK,Binary Rating,SIC Code,Sector,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Operating Cash Flow Per Share,Free Cash Flow Per Share
Standard & Poor's Ratings Services,Algonquin Power & Utilities Corp.,BB+,13-11-2015,1174169,0,4991,Other,AQN,0.8666,0.409,0.697,30.3831,14.6219,14.6219,26.1711,7.6776,5.8963,0.2293,4.7022,4.5144,1.8544,2.4554,0.3459,-0.7486
Standard & Poor's Ratings Services,Alibaba Group Holding Limited,A+,24-11-2015,1577552,1,7370,BusEq,BABA,3.582,0.2433,0.3341,68.722,30.5865,30.5865,36.3784,42.4225,31.6928,0.2983,15.4491,22.9859,9.5205,11.6909,0.8363,0.7559
Standard & Poor's Ratings Services,Allegheny Technologies Inc.,BB,24-03-2015,1018963,0,3350,Manuf,ATI,2.4367,0.3378,0.6502,6.2471,-2.2579,-2.2579,2.4385,-3.8284,3.8086,0.5861,-3.0454,-4.0233,-1.322,-2.0168,-0.217,-2.706
Moody's Investors Service,Allegheny Technologies Incorporated,BB,29-07-2015,1018963,0,3350,Manuf,ATI,2.4367,0.3378,0.6502,6.2471,-2.2579,-2.2579,2.4385,-3.8284,3.8086,0.5861,-3.0454,-4.0233,-1.322,-2.0168,-0.217,-2.706
Moody's Investors Service,Allegheny Technologies Incorporated,B+,06-11-2015,1018963,0,3350,Manuf,ATI,2.4367,0.3378,0.6502,6.2471,-2.2579,-2.2579,2.4385,-3.8284,3.8086,0.5861,-3.0454,-4.0233,-1.322,-2.0168,-0.217,-2.706
Moody's Investors Service,Allegheny Technologies Incorporated,B-,16-12-2015,1018963,0,3350,Manuf,ATI,2.4367,0.3378,0.6502,6.2471,-2.2579,-2.2579,2.4385,-3.8284,3.8086,0.5861,-3.0454,-4.0233,-1.322,-2.0168,-0.217,-2.706
Standard & Poor's Ratings Services,Allegiant Travel Company,BB,25-06-2015,1362468,0,4512,Other,ALGT,1.4792,0.362,0.621,29.2816,15.5335,15.5335,22.5481,14.7247,9.2247,1.0709,24.3241,24.3241,9.8667,15.5195,1.1647,-2.7858
Standard & Poor's Ratings Services,Allegion PLC,BB+,11-09-2015,1579241,0,3420,Manuf,ALLE,1.8811,0.985,68.3568,40.3012,15.4039,15.4039,17.7076,12.6469,8.2708,1.0508,992.9731,-31.0671,9.1126,14.8926,0.3028,-0.4456
Standard & Poor's Ratings Services,Alliant Energy Corp.,A,20-11-2015,352541,1,4931,Utils,LNT,0.7055,0.4609,1.038,62.8143,16.2933,16.2933,28.8391,13.3057,10.9345,0.2949,11.638,10.9698,3.4385,5.9139,-0.4969,0.8294
Fitch Ratings,"Allison Transmission, Inc.",BB,08-04-2015,1411207,0,3714,Durbl,ALSN,1.8453,0.6389,1.7822,45.8729,24.0716,24.0716,33.5057,17.3028,10.7455,0.4569,16.3543,-11.123,4.9096,5.9053,0.6781,0.7224
Fitch Ratings,"Allison Transmission, Inc.",BB+,07-08-2015,1411207,0,3714,Durbl,ALSN,1.8453,0.6389,1.7822,45.8729,24.0716,24.0716,33.5057,17.3028,10.7455,0.4569,16.3543,-11.123,4.9096,5.9053,0.6781,0.7224
Standard & Poor's Ratings Services,Amazon.com Inc.,A+,23-02-2015,1018724,1,5961,Shops,AMZN,1.1153,0.4349,0.7695,29.4826,0.2,0.2,5.5333,-0.1247,-0.2708,1.6327,-2.2437,-3.2471,-0.4422,-1.268,3.0353,-0.1491
Moody's Investors Service,Ambev S.A.,A-,30-10-2015,1565025,1,2082,NoDur,ABEV,0.9498,0.0361,0.0624,66.348,41.7954,41.7954,48.0783,37.7329,31.6848,0.5278,28.3242,99.799,17.1353,27.3017,-0.1248,-0.108
Standard & Poor's Ratings Services,Amcor Ltd.,BBB,11-03-2015,1748790,1,2670,Manuf,AMCR,2.6751,0.4779,0.9371,19.779,9.3864,9.3864,13.5444,8.3734,4.3997,1.2029,16.6853,79.3561,6.6218,8.7117,-0.2236,-0.3249
Moody's Investors Service,Ameren Corporation,BBB+,20-11-2015,1002910,1,4931,Utils,AEE,0.8013,0.4515,0.9581,67.8143,20.2809,20.2809,33.3162,14.2001,4.9503,0.2774,7.7475,8.255,2.4617,4.2494,-0.0304,-1.1056
Fitch Ratings,America Movil B.V.,A,17-09-2015,1129137,1,4812,Telcm,AMX,0.7611,0.6994,2.573,54.4843,18.4575,18.4575,32.0135,10.282,5.4394,0.6636,20.2409,-295.2425,3.7153,6.0844,1.3086,1.0362
Fitch Ratings,America Movil S.A.B. de C.V.,A,27-05-2015,1129137,1,4812,Telcm,AMX,0.7611,0.6994,2.573,54.4843,18.4575,18.4575,32.0135,10.282,5.4394,0.6636,20.2409,-295.2425,3.7153,6.0844,1.3086,1.0362
Standard & Poor's Ratings Services,"America Movil, B.V.",A-,10-09-2015,1129137,1,4812,Telcm,AMX,0.7611,0.6994,2.573,54.4843,18.4575,18.4575,32.0135,10.282,5.4394,0.6636,20.2409,-295.2425,3.7153,6.0844,1.3086,1.0362
"Japan Credit Rating Agency,Ltd.","America Movil, S.A.B. de C.V.",A,13-01-2015,1129137,1,4812,Telcm,AMX,0.7611,0.6994,2.573,54.4843,18.4575,18.4575,32.0135,10.282,5.4394,0.6636,20.2409,-295.2425,3.7153,6.0844,1.3086,1.0362
Moody's Investors Service,"America Movil, S.A.B. de C.V.",BBB+,15-04-2015,1129137,1,4812,Telcm,AMX,0.7611,0.6994,2.573,54.4843,18.4575,18.4575,32.0135,10.282,5.4394,0.6636,20.2409,-295.2425,3.7153,6.0844,1.3086,1.0362
Moody's Investors Service,"America Movil, S.A.B. de C.V.",A,20-05-2015,1129137,1,4812,Telcm,AMX,0.7611,0.6994,2.573,54.4843,18.4575,18.4575,32.0135,10.282,5.4394,0.6636,20.2409,-295.2425,3.7153,6.0844,1.3086,1.0362
Standard & Poor's Ratings Services,American Electric Power Co. Inc.,A,25-09-2015,4904,1,4911,Utils,AEP,0.5621,0.4876,1.1803,61.1829,19.0944,19.0944,31.5607,14.671,9.9752,0.2751,9.4535,9.4831,2.6711,4.8437,1.0034,-0.0857
Moody's Investors Service,"American Water Works Company, Inc.",A-,07-08-2015,1410636,1,4941,Utils,AWK,0.4633,0.5254,1.2112,100,33.3112,33.3112,47.3929,23.5802,14.0485,0.1877,8.7487,11.5997,2.6811,4.1518,1.0888,1.3248
Standard & Poor's Ratings Services,AmerisourceBergen Corp.,A-,12-01-2015,1140859,1,5122,Shops,ABC,0.9739,0.5049,1.0198,2.4943,0.6541,0.6541,0.8185,0.5602,0.2293,5.553,14.3991,-18.479,1.3086,7.129,2.873,2.6098
Standard & Poor's Ratings Services,AmerisourceBergen Corp.,A-,23-01-2015,1140859,1,5122,Shops,ABC,0.9739,0.5049,1.0198,2.4943,0.6541,0.6541,0.8185,0.5602,0.2293,5.553,14.3991,-18.479,1.3086,7.129,2.873,2.6098
Standard & Poor's Ratings Services,AmerisourceBergen Corp.,A,06-10-2015,1140859,1,5122,Shops,ABC,0.9424,0.8585,6.0664,2.5958,0.3105,0.3105,0.4988,0.1978,-0.1016,4.8622,-22.4154,2.5025,-0.4941,-3.1721,11.7878,11.8478
Moody's Investors Service,AmerisourceBergen Corporation,BBB,17-02-2015,1140859,1,5122,Shops,ABC,0.9739,0.5049,1.0198,2.4943,0.6541,0.6541,0.8185,0.5602,0.2293,5.553,14.3991,-18.479,1.3086,7.129,2.873,2.6098
Standard & Poor's Ratings Services,Amgen Inc.,A,18-05-2015,318154,1,2836,Hlth,AMGN,4.9533,0.5396,1.1915,77.9594,30.8578,30.8578,41.285,27.8373,25.709,0.2907,20.0093,-302.8773,7.4744,9.2119,3.4025,3.3536
Standard & Poor's Ratings Services,Amkor Technology Inc.,BB,28-05-2015,1047127,0,3674,BusEq,AMKR,1.7837,0.6225,1.7128,18.4178,7.8509,7.8509,21.828,4.1938,3.6969,0.8626,11.5714,11.5714,3.2579,4.3679,0.7681,0.6618
Standard & Poor's Ratings Services,Amphenol Corp.,BBB+,23-02-2015,820313,1,3678,BusEq,APH,3.3016,0.4747,0.9041,31.6865,19.3546,19.3546,22.4993,18.1929,13.2654,0.7652,24.3439,-14023.26,10.2378,12.7886,0.1896,0.1104
Moody's Investors Service,"Analog Devices, Inc.",A-,03-12-2015,6281,1,3674,BusEq,ADI,3.6634,0.089,0.1715,65.7701,24.1869,24.1869,30.6566,23.5835,20.287,0.4866,13.7371,24.4269,9.8725,12.5151,0.1242,0.1978
Fitch Ratings,Anheuser Busch InBev NV/SA,A,24-04-2015,1668717,1,2082,NoDur,BUD,0.6815,0.4457,0.9422,60.147,31.938,31.938,39.0625,29.3245,19.5823,0.3302,20.8305,-24.3452,7.9284,11.546,0.0925,-0.1941
Fitch Ratings,Anheuser-Busch InBev Finance Inc,A,24-07-2015,1668717,1,2082,NoDur,BUD,0.6815,0.4457,0.9422,60.147,31.938,31.938,39.0625,29.3245,19.5823,0.3302,20.8305,-24.3452,7.9284,11.546,0.0925,-0.1941
Standard & Poor's Ratings Services,Anheuser-Busch InBev Finance Inc.,A,17-09-2015,1668717,1,2082,NoDur,BUD,0.6815,0.4457,0.9422,60.147,31.938,31.938,39.0625,29.3245,19.5823,0.3302,20.8305,-24.3452,7.9284,11.546,0.0925,-0.1941
Standard & Poor's Ratings Services,Anheuser-Busch InBev Finance Inc.,A-,13-11-2015,1668717,1,2082,NoDur,BUD,0.6815,0.4457,0.9422,60.147,31.938,31.938,39.0625,29.3245,19.5823,0.3302,20.8305,-24.3452,7.9284,11.546,0.0925,-0.1941
Moody's Investors Service,"Anheuser-Busch InBev Finance, Inc",A,09-07-2015,1668717,1,2082,NoDur,BUD,0.6815,0.4457,0.9422,60.147,31.938,31.938,39.0625,29.3245,19.5823,0.3302,20.8305,-24.3452,7.9284,11.546,0.0925,-0.1941
Moody's Investors Service,Anheuser-Busch InBev SA/NV,A,15-04-2015,1668717,1,2082,NoDur,BUD,0.6815,0.4457,0.9422,60.147,31.938,31.938,39.0625,29.3245,19.5823,0.3302,20.8305,-24.3452,7.9284,11.546,0.0925,-0.1941
Moody's Investors Service,Anheuser-Busch InBev SA/NV,A-,24-06-2015,1668717,1,2082,NoDur,BUD,0.6815,0.4457,0.9422,60.147,31.938,31.938,39.0625,29.3245,19.5823,0.3302,20.8305,-24.3452,7.9284,11.546,0.0925,-0.1941
Standard & Poor's Ratings Services,Apache Corp.,BBB+,16-01-2015,6769,1,1311,Enrgy,APA,1.7508,0.2855,0.3997,97.6203,-59.5363,-59.5363,-20.0837,-59.5363,-72.8731,0.205,-22.4331,-22.4331,-11.2811,-16.0276,-3.5027,-8.0502
Standard & Poor's Ratings Services,Apache Corp.,A,20-01-2015,6769,1,1311,Enrgy,APA,1.7508,0.2855,0.3997,97.6203,-59.5363,-59.5363,-20.0837,-59.5363,-72.8731,0.205,-22.4331,-22.4331,-11.2811,-16.0276,-3.5027,-8.0502
Moody's Investors Service,Apache Corporation,BBB+,10-04-2015,6769,1,1311,Enrgy,APA,1.7508,0.2855,0.3997,97.6203,-59.5363,-59.5363,-20.0837,-59.5363,-72.8731,0.205,-22.4331,-22.4331,-11.2811,-16.0276,-3.5027,-8.0502
Fitch Ratings,Apache Corporation,BBB+,07-10-2015,6769,1,1311,Enrgy,APA,1.7508,0.2855,0.3997,97.6203,-59.5363,-59.5363,-20.0837,-59.5363,-72.8731,0.205,-22.4331,-22.4331,-11.2811,-16.0276,-3.5027,-8.0502
Moody's Investors Service,Apple Inc.,AA+,10-02-2015,320193,1,3663,BusEq,AAPL,1.0801,0.2063,0.3164,38.588,28.7223,28.7223,33.0693,29.2585,21.6144,0.7885,35.4201,38.438,17.042,28.1142,0.381,0.3032
Standard & Poor's Ratings Services,Apple Inc.,AA+,18-02-2015,320193,1,3663,BusEq,AAPL,1.0801,0.2063,0.3164,38.588,28.7223,28.7223,33.0693,29.2585,21.6144,0.7885,35.4201,38.438,17.042,28.1142,0.381,0.3032
Standard & Poor's Ratings Services,Apple Inc.,AA+,28-05-2015,320193,1,3663,BusEq,AAPL,1.0801,0.2063,0.3164,38.588,28.7223,28.7223,33.0693,29.2585,21.6144,0.7885,35.4201,38.438,17.042,28.1142,0.381,0.3032
Moody's Investors Service,Apple Inc.,AA+,01-06-2015,320193,1,3663,BusEq,AAPL,1.0801,0.2063,0.3164,38.588,28.7223,28.7223,33.0693,29.2585,21.6144,0.7885,35.4201,38.438,17.042,28.1142,0.381,0.3032
Standard & Poor's Ratings Services,Apple Inc.,AA+,02-06-2015,320193,1,3663,BusEq,AAPL,1.0801,0.2063,0.3164,38.588,28.7223,28.7223,33.0693,29.2585,21.6144,0.7885,35.4201,38.438,17.042,28.1142,0.381,0.3032
Moody's Investors Service,Apple Inc.,AA+,24-07-2015,320193,1,3663,BusEq,AAPL,1.0801,0.2063,0.3164,38.588,28.7223,28.7223,33.0693,29.2585,21.6144,0.7885,35.4201,38.438,17.042,28.1142,0.381,0.3032
Moody's Investors Service,Apple Inc.,AA+,20-08-2015,320193,1,3663,BusEq,AAPL,1.0801,0.2063,0.3164,38.588,28.7223,28.7223,33.0693,29.2585,21.6144,0.7885,35.4201,38.438,17.042,28.1142,0.381,0.3032
Standard & Poor's Ratings Services,Apple Inc.,AA+,25-08-2015,320193,1,3663,BusEq,AAPL,1.0801,0.2063,0.3164,38.588,28.7223,28.7223,33.0693,29.2585,21.6144,0.7885,35.4201,38.438,17.042,28.1142,0.381,0.3032
Moody's Investors Service,Apple Inc.,AA+,10-09-2015,320193,1,3663,BusEq,AAPL,1.0801,0.2063,0.3164,38.588,28.7223,28.7223,33.0693,29.2585,21.6144,0.7885,35.4201,38.438,17.042,28.1142,0.381,0.3032
Fitch Ratings,Archer Daniels Midland Company,A,17-06-2015,7084,1,2070,NoDur,ADM,1.6682,0.2197,0.2883,5.8718,3.4913,3.4913,4.5923,3.8546,2.7684,1.8456,11.4773,13.8749,5.1208,8.9554,-0.3473,-0.333
Fitch Ratings,Arcos Dorados Holdings Inc.,BB+,15-06-2015,1508478,0,5812,Shops,ARCO,0.825,0.6245,1.7478,12.0074,1.9407,1.9407,5.1401,-2.0966,-2.9946,2.0343,-23.8267,-27.2759,-6.0747,-8.9465,-0.1118,0.5334
Standard & Poor's Ratings Services,Asbury Automotive Group Inc.,BB,02-06-2015,1144980,0,5500,Shops,ABG,1.3289,0.5255,2.3724,16.4202,4.2381,4.2381,4.883,3.0985,2.045,2.8248,20.6074,23.1828,5.3532,9.7785,2.2873,1.6507
Standard & Poor's Ratings Services,Ashland LLC,BB,13-02-2015,1305014,0,5160,Shops,ASH,2.1108,0.4483,0.9068,24.7672,0.7515,0.7515,7.4008,-1.8951,3.8066,0.5605,2.0095,-19.5122,0.6593,1.1087,-0.7266,-0.6301
Standard & Poor's Ratings Services,Ashland LLC,BB,22-09-2015,1305014,0,5160,Shops,ASH,2.1108,0.4483,0.9068,24.7672,0.7515,0.7515,7.4008,-1.8951,3.8066,0.5605,2.0095,-19.5122,0.6593,1.1087,-0.7266,-0.6301
Standard & Poor's Ratings Services,AstraZeneca PLC,A+,01-05-2015,901832,1,2834,Hlth,AZN,1.2669,0.2697,0.4462,79.6133,14.3843,14.3843,32.1437,12.6599,9.9047,0.4617,11.0566,-92.6487,4.5994,8.0745,0.2022,0.1209
Standard & Poor's Ratings Services,AstraZeneca PLC,AA,10-11-2015,901832,1,2834,Hlth,AZN,1.2669,0.2697,0.4462,79.6133,14.3843,14.3843,32.1437,12.6599,9.9047,0.4617,11.0566,-92.6487,4.5994,8.0745,0.2022,0.1209
Moody's Investors Service,AstraZeneca PLC,A-,18-12-2015,901832,1,2834,Hlth,AZN,1.2669,0.2697,0.4462,79.6133,14.3843,14.3843,32.1437,12.6599,9.9047,0.4617,11.0566,-92.6487,4.5994,8.0745,0.2022,0.1209
Standard & Poor's Ratings Services,Atkore International Inc.,B,14-04-2015,1666138,0,3640,Durbl,ATKR,1.8629,0.7865,3.9263,13.3372,-1.1131,-1.1131,2.6116,-6.277,-6.0489,1.4365,-41.9042,32.7159,-6.2381,-8.9477,0.8235,0.8
Standard & Poor's Ratings Services,Atmos Energy Corp.,A,29-10-2015,731802,1,4924,Utils,ATO,0.5423,0.4328,0.9063,55.7335,20.9168,20.9168,30.3052,16.9175,10.7645,0.3225,9.5663,12.4638,3.3677,5.4262,0.4607,-0.5502
Standard & Poor's Ratings Services,AutoZone Inc.,A,22-04-2015,866787,1,5531,Shops,AZO,0.7885,1.6435,-2.6655,52.0817,19.3157,19.3157,22.0399,17.5479,11.2898,1.2639,-65.958,-53.7645,14.2687,42.4445,0.9039,-0.84
Moody's Investors Service,"AutoZone, Inc.",BBB+,20-04-2015,866787,1,5531,Shops,AZO,0.7885,1.6435,-2.6655,52.0817,19.3157,19.3157,22.0399,17.5479,11.2898,1.2639,-65.958,-53.7645,14.2687,42.4445,0.9039,-0.84
Standard & Poor's Ratings Services,Automatic Data Processing Inc.,AAA,16-04-2015,8670,1,7374,BusEq,ADP,1.1376,0.0017,0.3275,40.9274,17.7492,17.7492,21.2792,18.376,14.8234,0.319,18.6291,28.9266,3.8759,18.5971,0.5323,0.4493
Standard & Poor's Ratings Services,Automatic Data Processing Inc.,AAA,28-08-2015,8670,1,7374,BusEq,ADP,1.0625,0.0019,0.0019,41.2388,18.412,18.412,21.8695,18.9304,13.2788,0.3304,28.6264,54.8013,4.1573,28.5717,0.3786,0.4243
Standard & Poor's Ratings Services,Automatic Data Processing Inc.,AAA,08-09-2015,8670,1,7374,BusEq,ADP,1.0625,0.0019,0.0019,41.2388,18.412,18.412,21.8695,18.9304,13.2788,0.3304,28.6264,54.8013,4.1573,28.5717,0.3786,0.4243
Standard & Poor's Ratings Services,Avago Technologies Cayman Holdings Ltd.,BBB,03-11-2015,1441634,1,3674,BusEq,AVGO,3.3592,0.448,0.8214,52.0662,23.9156,23.9156,38.3353,21.4977,19.9883,0.649,29.5079,-586.9199,13.2287,16.2881,3.8484,3.6613
Standard & Poor's Ratings Services,Avery Dennison Corp.,A,22-06-2015,8818,1,2670,Manuf,AVY,1.346,0.3891,0.6886,26.6726,6.9528,6.9528,10.285,5.9609,3.4723,1.3317,16.1976,37.4671,5.2423,9.8944,-1.7676,-1.7043
Moody's Investors Service,Axalta Coating Systems Ltd.,B+,09-04-2015,1616862,0,2851,Chems,AXTA,1.9783,0.7627,3.2503,34.0271,8.414,8.414,15.9217,0.838,0.6239,0.7117,3.1205,-2.9182,0.5623,0.7405,-0.5589,-0.6681
Egan-Jones Ratings Company,BAKER HUGHES INCORPORATED,A-,22-01-2015,1701605,1,1389,Enrgy,BKR,2.5976,0.1728,0.2207,19.5715,11.6452,11.6452,19.0339,10.7002,7.0018,0.8517,9.2419,14.6236,6.0048,7.6447,-0.3927,0.1942
Egan-Jones Ratings Company,BAKER HUGHES INCORPORATED,A-,04-05-2015,1701605,1,1389,Enrgy,BKR,2.5976,0.1728,0.2207,19.5715,11.6452,11.6452,19.0339,10.7002,7.0018,0.8517,9.2419,14.6236,6.0048,7.6447,-0.3927,0.1942
Egan-Jones Ratings Company,BAKER HUGHES INCORPORATED,A-,24-07-2015,1701605,1,1389,Enrgy,BKR,2.5976,0.1728,0.2207,19.5715,11.6452,11.6452,19.0339,10.7002,7.0018,0.8517,9.2419,14.6236,6.0048,7.6447,-0.3927,0.1942
Egan-Jones Ratings Company,BAKER HUGHES INCORPORATED,BBB+,26-10-2015,1701605,1,1389,Enrgy,BKR,2.5976,0.1728,0.2207,19.5715,11.6452,11.6452,19.0339,10.7002,7.0018,0.8517,9.2419,14.6236,6.0048,7.6447,-0.3927,0.1942
Egan-Jones Ratings Company,BAXTER INTERNATIONAL INC,A-,10-02-2015,10456,1,2834,Hlth,BAX,1.9426,0.4892,1.0801,44.2155,5.2693,5.2693,12.0153,3.9839,21.3747,0.3732,3.712,15.853,1.2488,1.8962,0.2388,1.041
Egan-Jones Ratings Company,BAXTER INTERNATIONAL INC,A-,15-06-2015,10456,1,2834,Hlth,BAX,1.9426,0.4892,1.0801,44.2155,5.2693,5.2693,12.0153,3.9839,21.3747,0.3732,3.712,15.853,1.2488,1.8962,0.2388,1.041
Egan-Jones Ratings Company,BAXTER INTERNATIONAL INC,BBB+,05-08-2015,10456,1,2834,Hlth,BAX,1.9426,0.4892,1.0801,44.2155,5.2693,5.2693,12.0153,3.9839,21.3747,0.3732,3.712,15.853,1.2488,1.8962,0.2388,1.041
Egan-Jones Ratings Company,BAXTER INTERNATIONAL INC,BBB,03-11-2015,10456,1,2834,Hlth,BAX,1.9426,0.4892,1.0801,44.2155,5.2693,5.2693,12.0153,3.9839,21.3747,0.3732,3.712,15.853,1.2488,1.8962,0.2388,1.041
Egan-Jones Ratings Company,BCE INC,BB,19-02-2015,718940,0,4813,Telcm,BCE,0.6426,0.5014,1.1638,41.0833,21.0932,21.0932,37.6618,15.7647,11.7059,0.4495,16.7447,-127.899,4.7429,6.6047,0.9454,1.0103
Egan-Jones Ratings Company,BCE INC,BB,20-02-2015,718940,0,4813,Telcm,BCE,0.6426,0.5014,1.1638,41.0833,21.0932,21.0932,37.6618,15.7647,11.7059,0.4495,16.7447,-127.899,4.7429,6.6047,0.9454,1.0103
Egan-Jones Ratings Company,BCE INC,BB,22-05-2015,718940,0,4813,Telcm,BCE,0.6426,0.5014,1.1638,41.0833,21.0932,21.0932,37.6618,15.7647,11.7059,0.4495,16.7447,-127.899,4.7429,6.6047,0.9454,1.0103
Egan-Jones Ratings Company,BCE INC,BB+,10-09-2015,718940,0,4813,Telcm,BCE,0.6426,0.5014,1.1638,41.0833,21.0932,21.0932,37.6618,15.7647,11.7059,0.4495,16.7447,-127.899,4.7429,6.6047,0.9454,1.0103
Standard & Poor's Ratings Services,BCE Inc.,BBB-,31-03-2015,718940,1,4813,Telcm,BCE,0.6426,0.5014,1.1638,41.0833,21.0932,21.0932,37.6618,15.7647,11.7059,0.4495,16.7447,-127.899,4.7429,6.6047,0.9454,1.0103
Egan-Jones Ratings Company,"BEAZER HOMES USA, INC",B,04-02-2015,915840,0,1531,Other,BZH,18.6651,0.8462,5.501,17.9987,3.8045,3.8045,4.7117,-0.4696,2.3489,0.7084,12.5119,12.5119,1.6902,1.9246,2.0376,2.0164
Egan-Jones Ratings Company,"BEAZER HOMES USA, INC",B,21-05-2015,915840,0,1531,Other,BZH,18.6651,0.8462,5.501,17.9987,3.8045,3.8045,4.7117,-0.4696,2.3489,0.7084,12.5119,12.5119,1.6902,1.9246,2.0376,2.0164
Egan-Jones Ratings Company,"BEAZER HOMES USA, INC",B,14-09-2015,915840,0,1531,Other,BZH,18.6651,0.8462,5.501,17.9987,3.8045,3.8045,4.7117,-0.4696,2.3489,0.7084,12.5119,12.5119,1.6902,1.9246,2.0376,2.0164
Egan-Jones Ratings Company,"BEAZER HOMES USA, INC",B,27-11-2015,915840,0,1531,Other,BZH,17.9751,0.7063,2.4053,16.7409,3.1699,3.1699,3.9895,1.3537,21.1436,0.6755,54.9788,54.9788,14.3859,16.145,2.496,2.4513
Egan-Jones Ratings Company,"BECTON, DICKINSON AND COMPANY",A-,23-01-2015,10795,1,3841,Hlth,BDX,2.7432,0.4272,0.7859,50.9235,19.0149,19.0149,25.669,18.0204,14.0303,0.6786,23.4514,36.9966,9.5204,13.4339,0.2114,-0.1396
Egan-Jones Ratings Company,"BECTON, DICKINSON AND COMPANY",BBB+,27-05-2015,10795,1,3841,Hlth,BDX,2.7432,0.4272,0.7859,50.9235,19.0149,19.0149,25.669,18.0204,14.0303,0.6786,23.4514,36.9966,9.5204,13.4339,0.2114,-0.1396
Egan-Jones Ratings Company,"BECTON, DICKINSON AND COMPANY",BBB,24-09-2015,10795,1,3841,Hlth,BDX,2.7432,0.4272,0.7859,50.9235,19.0149,19.0149,25.669,18.0204,14.0303,0.6786,23.4514,36.9966,9.5204,13.4339,0.2114,-0.1396
Egan-Jones Ratings Company,"BIO-RAD LABORATORIES, INC",BBB+,08-04-2015,12208,1,3826,BusEq,BIO,3.8418,0.1662,0.1995,54.1836,6.8957,6.8957,6.8957,6.0485,4.0847,0.651,4.0658,6.2108,2.659,3.3899,3.5303,3.0325
Egan-Jones Ratings Company,"BIO-RAD LABORATORIES, INC",BBB+,10-09-2015,12208,1,3826,BusEq,BIO,3.8418,0.1662,0.1995,54.1836,6.8957,6.8957,6.8957,6.0485,4.0847,0.651,4.0658,6.2108,2.659,3.3899,3.5303,3.0325
Egan-Jones Ratings Company,"BIO-RAD LABORATORIES, INC",BBB+,03-12-2015,12208,1,3826,BusEq,BIO,3.8418,0.1662,0.1995,54.1836,6.8957,6.8957,6.8957,6.0485,4.0847,0.651,4.0658,6.2108,2.659,3.3899,3.5303,3.0325
Egan-Jones Ratings Company,BIOGEN INC.,AA-,10-02-2015,875045,1,2836,Hlth,BIIB,2.0445,0.0509,0.0539,87.932,40.9397,40.9397,48.0311,40.6728,30.2454,0.6779,27.2018,58.5358,20.5495,25.8164,2.5625,2.3827
Egan-Jones Ratings Company,BIOGEN INC.,AA-,13-05-2015,875045,1,2836,Hlth,BIIB,2.0445,0.0509,0.0539,87.932,40.9397,40.9397,48.0311,40.6728,30.2454,0.6779,27.2018,58.5358,20.5495,25.8164,2.5625,2.3827
Egan-Jones Ratings Company,BIOGEN INC.,AA-,29-07-2015,875045,1,2836,Hlth,BIIB,2.0445,0.0509,0.0539,87.932,40.9397,40.9397,48.0311,40.6728,30.2454,0.6779,27.2018,58.5358,20.5495,25.8164,2.5625,2.3827
Egan-Jones Ratings Company,BIOGEN INC.,A+,23-10-2015,875045,1,2836,Hlth,BIIB,2.0445,0.0509,0.0539,87.932,40.9397,40.9397,48.0311,40.6728,30.2454,0.6779,27.2018,58.5358,20.5495,25.8164,2.5625,2.3827
Egan-Jones Ratings Company,BIOMARIN PHARMACEUTICAL INC.,CCC,06-01-2015,1048477,0,2836,Hlth,BMRN,5.9288,0.2962,0.4208,83.6822,-12.3973,-12.3973,-5.3129,-16.665,-17.8796,0.3027,-8.7682,-10.1718,-5.4121,-6.1714,-0.065,0.4541
Egan-Jones Ratings Company,BIOMARIN PHARMACEUTICAL INC.,CCC+,22-05-2015,1048477,0,2836,Hlth,BMRN,5.9288,0.2962,0.4208,83.6822,-12.3973,-12.3973,-5.3129,-16.665,-17.8796,0.3027,-8.7682,-10.1718,-5.4121,-6.1714,-0.065,0.4541
Egan-Jones Ratings Company,BIOMARIN PHARMACEUTICAL INC.,CCC+,10-09-2015,1048477,0,2836,Hlth,BMRN,5.9288,0.2962,0.4208,83.6822,-12.3973,-12.3973,-5.3129,-16.665,-17.8796,0.3027,-8.7682,-10.1718,-5.4121,-6.1714,-0.065,0.4541
Egan-Jones Ratings Company,BIOMARIN PHARMACEUTICAL INC.,CCC+,02-12-2015,1048477,0,2836,Hlth,BMRN,5.9288,0.2962,0.4208,83.6822,-12.3973,-12.3973,-5.3129,-16.665,-17.8796,0.3027,-8.7682,-10.1718,-5.4121,-6.1714,-0.065,0.4541
Egan-Jones Ratings Company,BORGWARNER INC,A+,06-02-2015,908255,1,3714,Durbl,BWA,1.3702,0.1625,0.3631,21.1485,11.6037,11.6037,15.582,11.8012,7.8964,1.149,18.6269,29.4546,9.5116,15.5995,0.3953,-0.258
Egan-Jones Ratings Company,BORGWARNER INC,A+,19-02-2015,908255,1,3714,Durbl,BWA,1.3702,0.1625,0.3631,21.1485,11.6037,11.6037,15.582,11.8012,7.8964,1.149,18.6269,29.4546,9.5116,15.5995,0.3953,-0.258
